Age,Attrition,TravelFrequency,DailyRate,Department,Distance,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Role,JobSatisfaction,Marital,MonthlyIncome,MonthlyRate,NumCompanies,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,0,Rarely,1055,RESEARCH & DEVELOPMENT,2,4,Life Sciences,1,FEMALE,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2
35,0,Rarely,802,RESEARCH & DEVELOPMENT,10,3,Other,2,MALE,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2
42,0,Rarely,265,SALES,5,2,Marketing,4,MALE,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0
50,0,Rarely,804,RESEARCH & DEVELOPMENT,9,3,Life Sciences,1,MALE,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0
59,0,Rarely,715,RESEARCH & DEVELOPMENT,2,3,Life Sciences,3,FEMALE,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3
37,1,Rarely,1141,RESEARCH & DEVELOPMENT,11,2,Medical,1,FEMALE,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0
55,0,Frequently,135,RESEARCH & DEVELOPMENT,18,4,Medical,3,MALE,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7
41,0,Non-Travel,247,RESEARCH & DEVELOPMENT,7,1,Life Sciences,2,FEMALE,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10
38,0,Rarely,1035,SALES,3,4,Life Sciences,2,MALE,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0
26,1,Non-Travel,265,SALES,29,2,Medical,2,MALE,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2
52,1,Rarely,266,SALES,2,1,Marketing,1,FEMALE,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9
44,0,Rarely,1448,SALES,28,3,Medical,4,FEMALE,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11
50,0,Non-Travel,145,SALES,1,3,Life Sciences,4,FEMALE,95,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13
36,1,Rarely,885,RESEARCH & DEVELOPMENT,16,4,Life Sciences,3,FEMALE,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14
39,0,Frequently,945,RESEARCH & DEVELOPMENT,22,3,Medical,4,FEMALE,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,0,Non-Travel,1038,SALES,8,1,Life Sciences,2,FEMALE,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2
45,0,Rarely,1234,SALES,11,2,Life Sciences,4,FEMALE,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1
32,0,Non-Travel,1109,RESEARCH & DEVELOPMENT,29,4,Medical,4,FEMALE,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7
34,0,Rarely,216,SALES,1,4,Marketing,2,MALE,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9
59,0,Rarely,1089,SALES,1,2,Technical Degree,2,MALE,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,0,Rarely,788,HUMAN RESOURCES,24,4,Medical,2,MALE,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4
53,0,Frequently,124,SALES,2,3,Marketing,3,FEMALE,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
36,1,Rarely,660,RESEARCH & DEVELOPMENT,15,3,Other,1,MALE,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0
26,1,Frequently,342,RESEARCH & DEVELOPMENT,2,3,Life Sciences,1,MALE,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,0,Rarely,1333,SALES,10,4,Life Sciences,3,FEMALE,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,0,Rarely,1144,SALES,10,1,Medical,4,MALE,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
38,0,Frequently,1186,RESEARCH & DEVELOPMENT,3,4,Other,3,MALE,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
50,0,Rarely,1464,RESEARCH & DEVELOPMENT,2,4,Medical,2,MALE,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,0,Rarely,124,RESEARCH & DEVELOPMENT,3,3,Other,4,FEMALE,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1
40,0,Rarely,300,SALES,26,3,Marketing,3,MALE,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
26,0,Frequently,921,RESEARCH & DEVELOPMENT,1,1,Medical,1,FEMALE,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3
46,0,Rarely,430,RESEARCH & DEVELOPMENT,1,4,Medical,4,MALE,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2
54,0,Rarely,1082,SALES,2,4,Life Sciences,3,FEMALE,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0
56,0,Frequently,1240,RESEARCH & DEVELOPMENT,9,3,Medical,1,FEMALE,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
36,0,Rarely,796,RESEARCH & DEVELOPMENT,12,5,Medical,4,FEMALE,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8
55,0,Non-Travel,444,RESEARCH & DEVELOPMENT,2,1,Medical,3,MALE,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
43,0,Rarely,415,SALES,25,3,Medical,3,MALE,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
20,1,Frequently,769,SALES,9,3,Marketing,4,FEMALE,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21,1,Rarely,1334,RESEARCH & DEVELOPMENT,10,3,Life Sciences,3,FEMALE,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
46,0,Rarely,1003,RESEARCH & DEVELOPMENT,8,4,Life Sciences,4,FEMALE,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,1,Rarely,1323,RESEARCH & DEVELOPMENT,4,4,Life Sciences,1,MALE,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,1,Non-Travel,1366,RESEARCH & DEVELOPMENT,24,2,Technical Degree,2,MALE,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
26,0,Rarely,192,RESEARCH & DEVELOPMENT,1,2,Medical,1,MALE,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
30,0,Rarely,1176,RESEARCH & DEVELOPMENT,20,3,Other,3,MALE,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2
41,0,Rarely,509,RESEARCH & DEVELOPMENT,7,2,Technical Degree,2,FEMALE,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
38,0,Rarely,330,RESEARCH & DEVELOPMENT,17,1,Life Sciences,3,FEMALE,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9
40,0,Rarely,1492,RESEARCH & DEVELOPMENT,20,4,Technical Degree,1,MALE,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
27,0,Non-Travel,1277,RESEARCH & DEVELOPMENT,8,5,Life Sciences,1,MALE,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
55,0,Frequently,1091,RESEARCH & DEVELOPMENT,2,1,Life Sciences,4,MALE,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
28,0,Rarely,857,RESEARCH & DEVELOPMENT,10,3,Other,3,FEMALE,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
44,1,Rarely,1376,HUMAN RESOURCES,1,2,Medical,2,MALE,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
33,0,Rarely,654,RESEARCH & DEVELOPMENT,5,3,Life Sciences,4,MALE,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
35,1,Rarely,1204,SALES,4,3,Technical Degree,4,MALE,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,1,Frequently,827,RESEARCH & DEVELOPMENT,29,4,Medical,1,FEMALE,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
28,0,Rarely,895,RESEARCH & DEVELOPMENT,15,2,Life Sciences,1,MALE,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
34,0,Frequently,618,RESEARCH & DEVELOPMENT,3,1,Life Sciences,1,MALE,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4
37,0,Rarely,309,SALES,10,4,Life Sciences,4,FEMALE,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,1,Rarely,1219,RESEARCH & DEVELOPMENT,4,1,Technical Degree,4,MALE,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,1,Rarely,1330,RESEARCH & DEVELOPMENT,21,3,Medical,1,MALE,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
33,1,Rarely,1017,RESEARCH & DEVELOPMENT,25,3,Medical,1,MALE,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,0,Rarely,469,RESEARCH & DEVELOPMENT,2,2,Medical,4,MALE,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7
28,1,Frequently,1009,RESEARCH & DEVELOPMENT,1,3,Medical,1,MALE,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
50,1,Frequently,959,SALES,1,4,Other,4,MALE,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,0,Frequently,970,SALES,7,3,Life Sciences,4,FEMALE,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2
34,0,Non-Travel,697,RESEARCH & DEVELOPMENT,3,4,Life Sciences,3,MALE,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
48,0,Non-Travel,1262,RESEARCH & DEVELOPMENT,1,4,Medical,1,MALE,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
45,0,Non-Travel,1050,SALES,9,4,Life Sciences,2,FEMALE,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
52,0,Rarely,994,RESEARCH & DEVELOPMENT,7,4,Life Sciences,2,MALE,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
38,0,Rarely,770,SALES,10,4,Marketing,3,MALE,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,0,Rarely,1107,RESEARCH & DEVELOPMENT,28,4,Life Sciences,3,FEMALE,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
28,0,Rarely,950,RESEARCH & DEVELOPMENT,3,3,Medical,4,FEMALE,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7
46,0,Rarely,406,SALES,3,1,Marketing,1,MALE,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
38,0,Rarely,130,SALES,2,2,Marketing,4,MALE,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
43,0,Frequently,1082,RESEARCH & DEVELOPMENT,27,3,Life Sciences,3,FEMALE,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
39,1,Frequently,203,RESEARCH & DEVELOPMENT,2,3,Life Sciences,1,MALE,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
40,0,Rarely,1308,RESEARCH & DEVELOPMENT,14,3,Medical,3,MALE,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
21,0,Rarely,984,RESEARCH & DEVELOPMENT,1,1,Technical Degree,4,FEMALE,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,0,Non-Travel,439,RESEARCH & DEVELOPMENT,9,3,Life Sciences,3,MALE,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
36,0,Non-Travel,217,RESEARCH & DEVELOPMENT,18,4,Life Sciences,1,MALE,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
31,0,Frequently,793,SALES,20,3,Life Sciences,3,MALE,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2
28,0,Rarely,1451,RESEARCH & DEVELOPMENT,2,1,Life Sciences,1,MALE,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4
35,0,Frequently,1182,SALES,11,2,Marketing,4,MALE,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
49,0,Rarely,174,SALES,8,4,Technical Degree,4,MALE,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
34,0,Frequently,1003,RESEARCH & DEVELOPMENT,2,2,Life Sciences,4,MALE,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
29,0,Frequently,490,RESEARCH & DEVELOPMENT,10,3,Life Sciences,4,FEMALE,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1
42,0,Rarely,188,RESEARCH & DEVELOPMENT,29,3,Medical,2,MALE,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
29,0,Rarely,718,RESEARCH & DEVELOPMENT,8,1,Medical,2,MALE,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,0,Rarely,433,HUMAN RESOURCES,1,3,Human Resources,3,MALE,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
28,0,Frequently,773,RESEARCH & DEVELOPMENT,6,3,Life Sciences,3,MALE,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,1,Non-Travel,247,RESEARCH & DEVELOPMENT,8,1,Medical,3,MALE,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
33,1,Rarely,603,SALES,9,4,Marketing,1,FEMALE,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,0,Rarely,167,RESEARCH & DEVELOPMENT,12,4,Life Sciences,2,MALE,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31,1,Frequently,874,RESEARCH & DEVELOPMENT,15,3,Medical,3,MALE,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
37,0,Rarely,367,RESEARCH & DEVELOPMENT,25,2,Medical,3,FEMALE,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
27,0,Rarely,199,RESEARCH & DEVELOPMENT,6,3,Life Sciences,4,MALE,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
34,0,Rarely,1400,SALES,9,1,Life Sciences,2,FEMALE,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
35,0,Rarely,528,HUMAN RESOURCES,8,4,Technical Degree,3,MALE,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
29,1,Rarely,408,SALES,23,1,Life Sciences,4,FEMALE,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
40,0,Frequently,593,RESEARCH & DEVELOPMENT,9,4,Medical,2,FEMALE,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
42,1,Frequently,481,SALES,12,3,Life Sciences,3,MALE,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,0,Rarely,647,SALES,4,4,Marketing,2,MALE,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
35,0,Rarely,982,RESEARCH & DEVELOPMENT,1,4,Medical,4,MALE,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
24,0,Rarely,477,RESEARCH & DEVELOPMENT,24,3,Medical,4,MALE,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
28,1,Rarely,1485,RESEARCH & DEVELOPMENT,12,1,Life Sciences,3,FEMALE,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26,0,Rarely,1384,RESEARCH & DEVELOPMENT,3,4,Medical,1,MALE,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
30,0,Rarely,852,SALES,10,3,Marketing,3,MALE,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
40,0,Frequently,902,RESEARCH & DEVELOPMENT,26,2,Medical,3,FEMALE,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,0,Rarely,819,RESEARCH & DEVELOPMENT,2,3,Life Sciences,3,MALE,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
34,0,Frequently,669,RESEARCH & DEVELOPMENT,1,3,Medical,4,MALE,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9
35,0,Frequently,636,RESEARCH & DEVELOPMENT,4,4,Other,4,MALE,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
43,1,Rarely,1372,SALES,9,3,Marketing,1,FEMALE,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
32,0,Non-Travel,862,SALES,2,1,Life Sciences,3,FEMALE,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
56,0,Rarely,718,RESEARCH & DEVELOPMENT,4,4,Technical Degree,4,FEMALE,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
29,0,Rarely,1401,RESEARCH & DEVELOPMENT,6,1,Medical,2,FEMALE,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8
19,0,Rarely,645,RESEARCH & DEVELOPMENT,9,2,Life Sciences,3,MALE,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0
45,0,Rarely,1457,RESEARCH & DEVELOPMENT,7,3,Medical,1,FEMALE,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37,0,Rarely,977,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,FEMALE,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11
20,0,Rarely,805,RESEARCH & DEVELOPMENT,3,3,Life Sciences,1,MALE,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2
44,1,Rarely,1097,RESEARCH & DEVELOPMENT,10,4,Life Sciences,3,MALE,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,0,Rarely,1223,RESEARCH & DEVELOPMENT,7,2,Medical,4,FEMALE,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7
29,0,Rarely,942,RESEARCH & DEVELOPMENT,15,1,Life Sciences,2,FEMALE,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,1,Frequently,1256,RESEARCH & DEVELOPMENT,3,4,Life Sciences,3,MALE,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0
46,0,Rarely,1402,SALES,2,3,Marketing,3,FEMALE,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9
44,0,Non-Travel,111,RESEARCH & DEVELOPMENT,17,3,Life Sciences,4,MALE,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0
33,0,Rarely,147,HUMAN RESOURCES,2,3,Human Resources,2,MALE,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4
41,1,Non-Travel,906,RESEARCH & DEVELOPMENT,5,2,Life Sciences,1,MALE,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0
30,0,Rarely,1329,SALES,29,4,Life Sciences,3,MALE,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3
40,0,Frequently,1184,SALES,2,4,Medical,2,MALE,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0
50,0,Frequently,1421,RESEARCH & DEVELOPMENT,2,3,Medical,4,FEMALE,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2
28,0,Rarely,1179,RESEARCH & DEVELOPMENT,19,4,Medical,4,MALE,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
46,0,Rarely,1450,RESEARCH & DEVELOPMENT,15,2,Life Sciences,4,MALE,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3
35,0,Rarely,1361,SALES,17,4,Life Sciences,3,MALE,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,1,Rarely,984,RESEARCH & DEVELOPMENT,17,2,Life Sciences,4,FEMALE,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0
33,0,Frequently,1146,SALES,25,3,Medical,2,FEMALE,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
36,0,Rarely,917,RESEARCH & DEVELOPMENT,6,4,Life Sciences,3,MALE,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
30,0,Rarely,853,RESEARCH & DEVELOPMENT,7,4,Life Sciences,3,MALE,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9
44,0,Rarely,200,RESEARCH & DEVELOPMENT,29,4,Other,4,MALE,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17
20,0,Rarely,654,SALES,21,3,Marketing,3,MALE,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
46,0,Rarely,150,RESEARCH & DEVELOPMENT,2,4,Technical Degree,4,MALE,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4
42,0,Non-Travel,179,HUMAN RESOURCES,2,5,Medical,4,MALE,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
60,0,Rarely,696,SALES,7,4,Marketing,2,MALE,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,0,Frequently,116,RESEARCH & DEVELOPMENT,13,3,Other,3,FEMALE,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2
32,0,Frequently,1316,RESEARCH & DEVELOPMENT,2,2,Life Sciences,4,FEMALE,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,0,Rarely,363,RESEARCH & DEVELOPMENT,1,3,Technical Degree,3,FEMALE,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,0,Rarely,117,RESEARCH & DEVELOPMENT,9,3,Medical,1,MALE,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10
40,0,Rarely,107,SALES,10,3,Technical Degree,2,FEMALE,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3
25,0,Rarely,1356,SALES,10,4,Life Sciences,3,MALE,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1
30,0,Rarely,1465,RESEARCH & DEVELOPMENT,1,3,Medical,4,MALE,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,0,Frequently,458,RESEARCH & DEVELOPMENT,26,5,Medical,1,FEMALE,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0
